Sr. No.,Tag ID,Chassis/ Vehicle No,NPCI Vehicle Class,Vehicle Class Desc,Plaza Name,Pass Id,Pass Scheme,Pass Type,Pass Name,Start Effective Date,End Effective Date,Trips Allowed,Trips Taken,Channel,Issuance Date,Renewal Dt,Issuance Fees (Rs.),Payment Mode,Payment status,Stlmnt Dt,Stlmnt Amt (Rs.),Stlmnt Status,Current Status,Issued By,NPCI Plaza Id,AutoRenewal,Old Pass Id,New Pass Id,A,B
512,34161FA820328E40072F7A20,UP14CP1373,VC4,Car / Jeep / Van,Kurana Toll Plaza,14269205,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,13/02/2023 00:00:00,28/02/2023 00:00:00,9999,8,Concessionaire,13/02/2023 11:17:17,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
513,34161FA820328E400726AC60,DL5CN7807,VC4,Car / Jeep / Van,Kurana Toll Plaza,14162818,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,7/2/2023 0:00,28/02/2023 00:00:00,9999,7,Concessionaire,7/2/2023 13:23,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
514,34161FA820328E400726AC20,UP37K0261,VC4,Car / Jeep / Van,Kurana Toll Plaza,14039943,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,2/2/2023 0:00,28/02/2023 00:00:00,9999,32,Concessionaire,2/2/2023 9:48,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
515,34161FA820328E40072690C0,UP37T1901,VC4,Car / Jeep / Van,Kurana Toll Plaza,13993880,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,25,Concessionaire,1/2/2023 11:18,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
516,34161FA820328E4006F6A480,UP15BV8017,VC4,Car / Jeep / Van,Kurana Toll Plaza,14042932,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,2/2/2023 0:00,28/02/2023 00:00:00,9999,17,Concessionaire,2/2/2023 10:46,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
517,34161FA820328E4006CB9080,UP13Z1698,VC4,Car / Jeep / Van,Kurana Toll Plaza,14107766,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,4/2/2023 0:00,28/02/2023 00:00:00,9999,10,Concessionaire,4/2/2023 17:11,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
518,34161FA820328E4006CB9020,UP15BC9800,VC4,Car / Jeep / Van,Kurana Toll Plaza,13991301,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,12,Concessionaire,1/2/2023 10:53,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
519,34161FA820328E4006857360,UP14EU8705,VC4,Car / Jeep / Van,Kurana Toll Plaza,14585688,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/3/2023 0:00,31/03/2023 00:00:00,9999,42,Concessionaire,28/02/2023 15:52:09,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
520,34161FA820328E4006537FC0,UP37B2399,VC4,Car / Jeep / Van,Kurana Toll Plaza,14011867,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,2/2/2023 0:00,28/02/2023 00:00:00,9999,18,Self,1/2/2023 15:29,N/A,315,,Success,2/2/2023,315,Settled,EXPIRED,Online,320077,NO,N/A,N/A,N/A,N/A
521,34161FA820328E40063F5E00,DL13CA3535,VC4,Car / Jeep / Van,Kurana Toll Plaza,14567651,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/3/2023 0:00,31/03/2023 00:00:00,9999,36,Concessionaire,28/02/2023 12:55:56,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
522,34161FA820328E4006161F60,UP13BC9030,VC4,Car / Jeep / Van,Kurana Toll Plaza,14141125,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,6/2/2023 0:00,28/02/2023 00:00:00,9999,3,Concessionaire,6/2/2023 12:10,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
523,34161FA820328E40060BA220,UP37E2933,VC4,Car / Jeep / Van,Kurana Toll Plaza,14266089,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,13/02/2023 00:00:00,28/02/2023 00:00:00,9999,13,Concessionaire,13/02/2023 08:25:52,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
524,34161FA820328E4005DBDE80,UP37E7514,VC4,Car / Jeep / Van,Kurana Toll Plaza,14107242,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,4/2/2023 0:00,28/02/2023 00:00:00,9999,11,Self,4/2/2023 16:50,N/A,315,,Success,5/2/2023,315,Settled,EXPIRED,Online,320077,NO,N/A,N/A,N/A,N/A
525,34161FA820328E4005614620,HR26BH6508,VC4,Car / Jeep / Van,Kurana Toll Plaza,14095157,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,4/2/2023 0:00,28/02/2023 00:00:00,9999,24,Concessionaire,4/2/2023 9:46,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
526,34161FA820328E40050738A0,UP15DD1141,VC4,Car / Jeep / Van,Kurana Toll Plaza,14585890,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/3/2023 0:00,31/03/2023 00:00:00,9999,42,Concessionaire,28/02/2023 15:55:57,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
527,34161FA820328E400434D880,MA3ERLF1S00718377,VC4,Car / Jeep / Van,Kurana Toll Plaza,14081487,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,3/2/2023 0:00,28/02/2023 00:00:00,9999,41,Concessionaire,3/2/2023 16:02,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
528,34161FA820328E40042471E0,UP37L3456,VC4,Car / Jeep / Van,Kurana Toll Plaza,14162224,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,7/2/2023 0:00,28/02/2023 00:00:00,9999,8,Concessionaire,7/2/2023 12:55,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
529,34161FA820328E4003EC8740,UP37AT3146,VC20,Tata Ace and Similar mini Light Commercial Vehicle,Kurana Toll Plaza,14251788,Monthly Pass Comm,MP,Monthly Pass Comm,12/2/2023 0:00,11/3/2023 0:00,50,39,Concessionaire,12/2/2023 9:13,N/A,5455,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
530,34161FA820328E4003E011E0,UP14CQ2099,VC4,Car / Jeep / Van,Kurana Toll Plaza,14014995,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,0,Concessionaire,1/2/2023 16:10,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
531,34161FA820328E4003A7FA40,MA3EWB22SJH544500,VC4,Car / Jeep / Van,Kurana Toll Plaza,14549600,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/3/2023 0:00,31/03/2023 00:00:00,9999,43,Concessionaire,28/02/2023 09:44:27,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
532,34161FA820328E400353A960,MAKDF554GJ4002551,VC4,Car / Jeep / Van,Kurana Toll Plaza,14137057,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,6/2/2023 0:00,28/02/2023 00:00:00,9999,0,Concessionaire,6/2/2023 9:42,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
533,34161FA820328E40031A11A0,UP37J4644,VC4,Car / Jeep / Van,Kurana Toll Plaza,14117205,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,5/2/2023 0:00,28/02/2023 00:00:00,9999,9,Concessionaire,5/2/2023 8:44,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
534,34161FA820328E4002AEADE0,UP14ER0715,VC4,Car / Jeep / Van,Kurana Toll Plaza,14572197,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/3/2023 0:00,31/03/2023 00:00:00,9999,41,Concessionaire,28/02/2023 13:40:15,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
535,34161FA820328E400239A260,UP13BY4832,VC4,Car / Jeep / Van,Kurana Toll Plaza,14054973,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,2/2/2023 0:00,28/02/2023 00:00:00,9999,2,Concessionaire,2/2/2023 15:49,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
536,34161FA820328E400239A0A0,DL9CY5081,VC4,Car / Jeep / Van,Kurana Toll Plaza,14302306,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,15/02/2023 00:00:00,28/02/2023 00:00:00,9999,18,Concessionaire,15/02/2023 10:00:15,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
537,34161FA820328E4002397FA0,MALBB51BLAM173411,VC4,Car / Jeep / Van,Kurana Toll Plaza,14007675,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,14,Concessionaire,1/2/2023 14:22,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
538,34161FA820328E4002390F80,UP37R7145,VC4,Car / Jeep / Van,Kurana Toll Plaza,14039713,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,2/2/2023 0:00,28/02/2023 00:00:00,9999,24,Concessionaire,2/2/2023 9:43,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
539,34161FA820328E4002390F60,DL2CAN5566,VC4,Car / Jeep / Van,Kurana Toll Plaza,14567339,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/3/2023 0:00,31/03/2023 00:00:00,9999,15,Concessionaire,28/02/2023 12:54:15,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
540,34161FA820328E4002384880,DL9CAB5859,VC4,Car / Jeep / Van,Kurana Toll Plaza,14268858,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,13/02/2023 00:00:00,28/02/2023 00:00:00,9999,0,Concessionaire,13/02/2023 11:05:44,N/A,315,,Success,N/A,N/A,N/A,DEACTIVATED/CLOSED TAG,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
541,34161FA820328E40022C9CA0,UP37K7534,VC4,Car / Jeep / Van,Kurana Toll Plaza,13993768,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,3,Concessionaire,1/2/2023 11:16,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
542,34161FA820328CE60222AA20,UP37F8260,VC4,Car / Jeep / Van,Kurana Toll Plaza,14112328,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,4/2/2023 0:00,28/02/2023 00:00:00,9999,12,Self,4/2/2023 23:10,N/A,315,,Success,5/2/2023,315,Settled,EXPIRED,Online,320077,NO,N/A,N/A,N/A,N/A
543,34161FA820328AA20FAAB100,DL3CBU8437,VC4,Car / Jeep / Van,Kurana Toll Plaza,14095111,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,4/2/2023 0:00,28/02/2023 00:00:00,9999,19,Concessionaire,4/2/2023 9:43,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
544,34161FA820328AA20FA9F640,UP37C9786,VC4,Car / Jeep / Van,Kurana Toll Plaza,14008919,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,20,Concessionaire,1/2/2023 14:39,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
545,34161FA820328AA20FA9F580,UP37S5702,VC4,Car / Jeep / Van,Kurana Toll Plaza,14106030,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,4/2/2023 0:00,28/02/2023 00:00:00,9999,14,Concessionaire,4/2/2023 16:05,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
546,34161FA820328AA20FA9F580,UP37S5702,VC4,Car / Jeep / Van,Kurana Toll Plaza,14581521,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/3/2023 0:00,31/03/2023 00:00:00,9999,14,Concessionaire,28/02/2023 15:06:52,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
547,34161FA820328AA20FA9BE80,UP37S5885,VC4,Car / Jeep / Van,Kurana Toll Plaza,14056218,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,2/2/2023 0:00,28/02/2023 00:00:00,9999,1,Concessionaire,2/2/2023 16:28,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
548,34161FA820328AA20F9FB960,DL9CY4464,VC4,Car / Jeep / Van,Kurana Toll Plaza,14048045,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,2/2/2023 0:00,28/02/2023 00:00:00,9999,38,Concessionaire,2/2/2023 12:32,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
549,34161FA820328AA20F8A46E0,DL8CT9427,VC4,Car / Jeep / Van,Kurana Toll Plaza,14051287,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,2/2/2023 0:00,28/02/2023 00:00:00,9999,29,Concessionaire,2/2/2023 14:01,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
550,34161FA820328AA20F88CC60,UP37C6638,VC4,Car / Jeep / Van,Kurana Toll Plaza,14053682,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,2/2/2023 0:00,28/02/2023 00:00:00,9999,8,Concessionaire,2/2/2023 15:08,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
551,34161FA820328AA20F6DD060,UP14CC6333,VC4,Car / Jeep / Van,Kurana Toll Plaza,14220502,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,10/2/2023 0:00,28/02/2023 00:00:00,9999,7,Concessionaire,10/2/2023 9:53,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
552,34161FA820328AA20F5CBDA0,DL1CL8617,VC4,Car / Jeep / Van,Kurana Toll Plaza,14207722,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,9/2/2023 0:00,28/02/2023 00:00:00,9999,16,Concessionaire,9/2/2023 16:17,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
553,34161FA820328AA20F3D68E0,UP13AT2015,VC4,Car / Jeep / Van,Kurana Toll Plaza,14104288,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,4/2/2023 0:00,28/02/2023 00:00:00,9999,0,Concessionaire,4/2/2023 14:55,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
554,34161FA820328AA20F3D6780,MA3EWDE1S00661319,VC4,Car / Jeep / Van,Kurana Toll Plaza,14041438,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,2/2/2023 0:00,28/02/2023 00:00:00,9999,40,Concessionaire,2/2/2023 10:19,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
555,34161FA820328AA20F039FC0,DL1CAG0850,VC4,Car / Jeep / Van,Kurana Toll Plaza,14563981,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/3/2023 0:00,31/03/2023 00:00:00,9999,11,Concessionaire,28/02/2023 12:36:46,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
556,34161FA820328AA20EEDF3C0,UP13AX8666,VC4,Car / Jeep / Van,Kurana Toll Plaza,14507521,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/3/2023 0:00,31/03/2023 00:00:00,9999,19,Self,27/02/2023 18:02:07,N/A,315,,Success,28/02/2023,315,Settled,EXPIRED,Online,320077,NO,N/A,N/A,N/A,N/A
557,34161FA820328AA20EE13020,UP14BA5646,VC4,Car / Jeep / Van,Kurana Toll Plaza,14112348,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,5/2/2023 0:00,28/02/2023 00:00:00,9999,13,Self,4/2/2023 23:20,N/A,315,,Success,5/2/2023,315,Settled,EXPIRED,Online,320077,NO,N/A,N/A,N/A,N/A
558,34161FA820328AA20EE12C00,UP37S5137,VC4,Car / Jeep / Van,Kurana Toll Plaza,14097722,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,4/2/2023 0:00,28/02/2023 00:00:00,9999,14,Concessionaire,4/2/2023 11:10,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
559,34161FA820328AA20EE12900,DL5CP3606,VC4,Car / Jeep / Van,Kurana Toll Plaza,14013214,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,24,Concessionaire,1/2/2023 15:44,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
560,34161FA820328AA20EE12900,DL5CP3606,VC4,Car / Jeep / Van,Kurana Toll Plaza,14587094,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/3/2023 0:00,31/03/2023 00:00:00,9999,13,Concessionaire,28/02/2023 16:12:12,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
561,34161FA820328AA20EE11820,MA3EED81S00826077,VC4,Car / Jeep / Van,Kurana Toll Plaza,14007279,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,0,Concessionaire,1/2/2023 14:12,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
562,34161FA820328AA20ED3B5A0,DL8CR4488,VC4,Car / Jeep / Van,Kurana Toll Plaza,14044126,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,2/2/2023 0:00,28/02/2023 00:00:00,9999,5,Concessionaire,2/2/2023 11:08,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
563,34161FA820328AA20ED3A880,UP14EN2748,VC4,Car / Jeep / Van,Kurana Toll Plaza,13984353,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,28,Concessionaire,1/2/2023 9:48,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
564,34161FA820328AA20ED27500,UP14CW5430,VC4,Car / Jeep / Van,Kurana Toll Plaza,13990788,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,31,Concessionaire,1/2/2023 10:46,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
565,34161FA820328AA20ED25200,DL8CS1466,VC4,Car / Jeep / Van,Kurana Toll Plaza,13996173,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,0,Concessionaire,1/2/2023 11:42,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
566,34161FA820328AA20EB8B820,UP16CW2528,VC4,Car / Jeep / Van,Kurana Toll Plaza,14188803,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,8/2/2023 0:00,28/02/2023 00:00:00,9999,9,Self,8/2/2023 16:00,N/A,315,,Success,9/2/2023,315,Settled,EXPIRED,Online,320077,NO,N/A,N/A,N/A,N/A
567,34161FA820328AA20EB8B800,UP13BY9758,VC4,Car / Jeep / Van,Kurana Toll Plaza,14100235,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,4/2/2023 0:00,28/02/2023 00:00:00,9999,11,Concessionaire,4/2/2023 12:35,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
568,34161FA820328AA20EB86440,UP37S3666,VC4,Car / Jeep / Van,Kurana Toll Plaza,13975906,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,2,Concessionaire,1/2/2023 8:17,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
569,34161FA820328AA20E983900,UP13BD3098,VC4,Car / Jeep / Van,Kurana Toll Plaza,14144762,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,6/2/2023 0:00,28/02/2023 00:00:00,9999,11,Concessionaire,6/2/2023 15:05,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
570,34161FA820328AA20E97F960,UP377021,VC4,Car / Jeep / Van,Kurana Toll Plaza,13987482,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,8,Concessionaire,1/2/2023 10:15,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
571,34161FA820328AA20E97F040,UP13AU4222,VC4,Car / Jeep / Van,Kurana Toll Plaza,14049923,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,2/2/2023 0:00,28/02/2023 00:00:00,9999,17,Concessionaire,2/2/2023 13:15,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
572,34161FA820328AA20E548340,UP37S1950,VC4,Car / Jeep / Van,Kurana Toll Plaza,14052274,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,2/2/2023 0:00,28/02/2023 00:00:00,9999,5,Concessionaire,2/2/2023 14:30,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
573,34161FA820328AA20E547DE0,UP16AC0722,VC4,Car / Jeep / Van,Kurana Toll Plaza,14051404,Monthly Pass Comm,MP,Monthly Pass Comm,2/2/2023 0:00,1/3/2023 0:00,50,47,Concessionaire,2/2/2023 14:05,N/A,3380,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
574,34161FA820328AA20E544F40,DL10CH8507,VC4,Car / Jeep / Van,Kurana Toll Plaza,14570513,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/3/2023 0:00,31/03/2023 00:00:00,9999,8,Concessionaire,28/02/2023 13:19:02,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
575,34161FA820328AA20E544E80,UP81AM2559,VC4,Car / Jeep / Van,Kurana Toll Plaza,14028891,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,27,Self,1/2/2023 22:00,N/A,315,,Success,2/2/2023,315,Settled,EXPIRED,Online,320077,NO,N/A,N/A,N/A,N/A
576,34161FA820328AA20E544E80,UP81AM2559,VC4,Car / Jeep / Van,Kurana Toll Plaza,14558093,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/3/2023 0:00,31/03/2023 00:00:00,9999,22,Concessionaire,28/02/2023 10:40:55,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
577,34161FA820328AA20E53EB60,DL1CN3792,VC4,Car / Jeep / Van,Kurana Toll Plaza,13993979,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,11,Concessionaire,1/2/2023 11:19,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
578,34161FA820328AA20DA52560,UP14BA2181,VC4,Car / Jeep / Van,Kurana Toll Plaza,13988240,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,13,Concessionaire,1/2/2023 10:24,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
579,34161FA820328AA20D2CFFE0,UP37R0263,VC4,Car / Jeep / Van,Kurana Toll Plaza,14183387,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,8/2/2023 0:00,28/02/2023 00:00:00,9999,8,Concessionaire,8/2/2023 11:31,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
580,34161FA820328AA20D11BA80,UP37N1100,VC4,Car / Jeep / Van,Kurana Toll Plaza,13987225,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,23,Concessionaire,1/2/2023 10:12,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
581,34161FA820328AA20B6F0B80,UP81BF5802,VC4,Car / Jeep / Van,Kurana Toll Plaza,14162827,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,7/2/2023 0:00,28/02/2023 00:00:00,9999,7,Concessionaire,7/2/2023 13:24,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
582,34161FA820328AA20B1930E0,UP14EA4565,VC4,Car / Jeep / Van,Kurana Toll Plaza,14003117,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,32,Concessionaire,1/2/2023 13:09,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
583,34161FA820328AA20B186080,UP14DQ0279,VC4,Car / Jeep / Van,Kurana Toll Plaza,14214617,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,10/2/2023 0:00,28/02/2023 00:00:00,9999,9,Concessionaire,10/2/2023 0:01,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
